54698.4052894 0.267662807537 0.667429507256 0 0
54728.9052894 0.0918314481983 0.0958356081795 0 0
54759.4052894 0.0943341579004 0.112142877734 0 0
54789.9052894 0.150874076878 1.09614568923 0 0
54820.4052894 0.24910698928900002 0.130145976302 0 0
54850.9052894 0.56784320946 0.560686136213 0 0
54881.4052894 0.273711359229 0.431068496365 0 0
54911.9052894 0.212807440415 0.0233557952868 0 0
54942.4052894 0.10503941726999999 0.230848694585 0 0
54972.9052894 3.74695430964e-06 0.00140636675774 0 0
55003.4052894 3.8985981229899995e-08 0.0 0 0
55033.9052894 8.58646520837e-05 0.0435120088743 0 0
55064.4052894 0.297760537768 0.0158206451747 0 0
55094.9052894 2.11865828172e-08 4.98823695155e-05 0 0
55125.4052894 0.191587063447 0.38056745501299993 0 0
55155.9052894 0.0184280281288 0.23650632792100001 0 0
55186.4052894 0.338827271449 0.0456403739977 0 0
55216.9052894 7.75838302406 0.592009076325 0 0
55247.4052894 9.81398279932 1.8047049614000001 0 0
55277.9052894 7.328333633640001 2.09814786329 0 0
55308.4052894 1.15254597849 0.50310941382 0 0
55338.9052894 1.76820809909 0.09444327195119999 0 0
55369.4052894 8.28972877766 4.5565535732299995 0 0
55399.9052894 20.9440570055 2.31675014511 0 0
55430.4052894 1.96602279059 0.277178839081 0 0
55460.9052894 5.09561503135 2.0831386529900002 0 0
55491.4052894 3.74896133778 1.64454884968 0 0
55521.9052894 4.61752631393 2.15527793149 0 0
55552.4052894 4.41681715346 2.0239754796100002 0 0
55582.9052894 7.58455250888 1.9711687564699998 0 0
55613.4052894 21.2236227474 1.48811873605 0 0
55643.9052894 16.4277782672 2.320098237 0 0
55674.4052894 5.9959149387399995 2.5659901672100003 0 0
55704.9052894 5.14803554913 2.48644855517 0 0
55735.4052894 6.2234962965600005 2.05101705542 0 0
55765.9052894 6.92110602714 2.03804745323 0 0
55796.4052894 1.82280847397 0.583253490799 0 0
55826.9052894 4.8776208627e-08 1.26030480728e-05 0 0
55857.4052894 0.248958150612 0.682052371753 0 0
55887.9052894 0.00044717197307600004 0.00517739235562 0 0
