2455530.61924 18.2979 0.017006
2455530.63134 18.3646 0.014626
2455530.64838 18.3015 0.030928
2455530.66705 18.3238 0.017125
2455530.68409 18.3832 0.017017
2455530.70116 18.3113 0.016170
2455530.71938 18.3604 0.015890
2455530.73642 18.3472 0.016420
2455530.75352 18.348 0.016703
2455530.77178 18.3234 0.015794
2455530.78886 18.3327 0.015788
2455530.80589 18.4152 0.015536
2455530.82296 18.3586 0.014474
2455530.84139 18.3585 0.015809
2455530.85847 18.3558 0.015163
2455530.87548 18.4183 0.012302
2455530.89410 18.3295 0.020567
2455530.91115 18.3659 0.016103
2455530.92817 18.3579 0.016411
2455530.94799 18.3522 0.017477
2455531.61634 20.4951 0.047000
2455531.62834 20.5182 0.047000
2455531.64528 20.5791 0.047000
2455531.66378 20.504 0.047000
2455531.68072 20.5318 0.047000
2455531.69766 20.5237 0.047000
2455531.71567 20.5439 0.047000
2455531.73259 20.5879 0.047000
2455531.76766 20.5601 0.047000
2455531.78462 20.5719 0.047000
2455531.80155 20.5043 0.047000
2455531.81851 20.568 0.047000
2455531.83678 20.5909 0.047000
2455531.85371 20.5824 0.047000
2455531.87069 20.5157 0.047000
2455531.88913 20.6222 0.047000
2455531.90604 20.5572 0.047000
2455531.92297 20.5451 0.047000
2455531.94267 20.54 0.047000
2455531.95961 20.4388 0.047000
2455532.66634 20.5324 0.047000
2455532.73520 20.5667 0.047000
2455532.77020 20.5458 0.047000
2455532.78714 20.5482 0.047000
2455532.85620 20.5381 0.047000
2455532.87314 20.5278 0.047000
2455532.92538 20.5815 0.047000
2455532.96204 20.4958 0.047000
2456218.72299 18.7343 0.015101
2456218.73003 18.7485 0.015610
2456218.73708 18.7505 0.014980
2456218.97286 18.6715 0.017759
2456218.97990 18.6753 0.017811
2456218.98694 18.6718 0.017540
2456243.65031 18.4874 0.016514
2456243.65736 18.4885 0.016478
2456243.66440 18.4654 0.016981
2456243.89634 18.4515 0.015232
2456243.90339 18.4754 0.015390
2456243.91042 18.4801 0.015472
2456281.79005 19.6604 0.018120
2456281.79709 19.6472 0.018433
2456281.80413 19.6444 0.016989
2456304.59740 19.5345 0.021664
2456304.60444 19.6543 0.022210
2456304.61148 19.7647 0.017955
2456304.71330 19.6997 0.014545
2456304.72034 19.5997 0.017037
2456304.72739 19.6801 0.014579
2457338.73432 20.0105 0.025669
2457338.74385 19.7967 0.018177
2457338.75211 19.9429 0.017802
2457338.76038 19.8213 0.018043
2457338.76869 19.9444 0.017716
2457338.77696 20.9797 0.019094
2457338.78633 19.5406 0.016413
2457338.79461 19.7088 0.017155
2457339.73190 19.5924 0.022286
2457339.74149 19.8514 0.016007
2457339.74975 19.6599 0.016036
2457339.77457 21.2718 0.017385
2457339.78395 19.7555 0.015853
2457340.73001 19.9234 0.016983
2457340.73830 19.8731 0.015735
2457340.74783 19.4802 0.012903
2457340.75614 19.5942 0.017417
2457340.77275 19.7835 0.014124
2457340.78216 19.5909 0.017360
2457427.58441 19.0137 0.016907
2457428.58865 19.186 0.016929
2457429.58928 18.6441 0.034433
2457430.58990 19.2432 0.016426
2457462.61328 96.9248 0.017206
2457607.89937 18.6933 0.018973
2457607.90302 18.8885 0.020813
2457607.90659 18.711 0.017074
2457608.89648 18.4379 0.017571
2457608.90013 18.5684 0.016525
2457608.90369 18.4891 0.017965
2457609.89384 18.6182 0.016158
2457609.89741 18.8654 0.015454
2457609.90105 18.6467 0.016960
2455987.60929 20.2146 0.014073
2455987.61363 20.453 0.012153
2455987.61797 20.1241 0.020866
2456720.61420 19.6093 0.021824
2456720.62102 19.7054 0.038679
2456720.62813 19.7239 0.066503
2456725.59773 19.3804 0.023234
2456725.60539 19.3946 0.022793
2456725.61251 19.3901 0.022939
2456725.61962 19.6129 0.021238
2455271.62179 18.3919 0.074570
2455271.62339 18.3675 0.090706
2455271.62713 18.4298 0.052386
2455598.662338 17.6549 0.057779
2455598.709888 17.479 0.040622
2455598.712558 17.5423 0.037656
2455598.717338 17.4796 0.039735
2455598.719965 17.4962 0.042289
2455598.722593 17.4714 0.041667
2455598.727975 17.4942 0.035465
2455862.77103 18.4436 0.019061
2455862.77334 18.1781 0.023172
2455862.77566 18.3843 0.023248
2455862.77797 18.2011 0.021888
2455862.78262 18.1826 0.023467
2455862.78493 18.3641 0.024594
2455862.78725 18.2065 0.027349
2455862.78957 18.4268 0.022063
2455862.79189 18.1398 0.032012
2455862.79420 18.3448 0.030558
2455862.79652 18.1773 0.031811
2455862.79884 18.4329 0.024033
2455862.80116 18.1765 0.034194
2455862.80347 18.3596 0.033331
2455862.80579 18.1871 0.035536
2455949.65995 19.1364 0.119514
2455949.66506 18.9304 0.170679
2455949.67170 18.9258 0.162606
2455982.61232 19.9479 0.032824
2455982.61600 19.8304 0.030643
2455982.61967 19.865 0.038145
2455983.60051 19.9589 0.030861
2455983.60488 19.926 0.057086
2455983.60925 19.9422 0.056612
2455983.61663 19.9578 0.057153
2455983.62100 19.918 0.040881
2456298.64532 19.8784 0.017538
2456298.64969 19.8757 0.017880
2456298.65406 19.8738 0.017659
2456299.58394 19.7767 0.016967
2456540.88708 19.3041 0.047000
2456540.89065 19.2679 0.047000
2456540.89422 19.1262 0.047000
2456540.89706 19.4601 0.047000
2456540.89854 19.3984 0.047000
2456540.90003 19.3364 0.047000
2456540.90318 19.3879 0.047000
2456540.90398 19.3532 0.047000
2456540.90477 19.4648 0.047000
2456592.86440 19.6885 0.047000
2456592.86728 19.7287 0.047000
2456592.87016 19.6976 0.047000
